Código Árvore,Espécie,Espécie - Caesalpinia ferrea var. leiostachya - One-Hot,Espécie - Caesalpinia peltophoroides - One-Hot,Espécie - Holocalyx balansae - One-Hot,Espécie - Jacaranda mimosaefolia - One-Hot,Espécie - Ligustrum lucidum - One-Hot,Espécie - Tibouchina granulosa - One-Hot,Espécie - Tipuana tipu - One-Hot,Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Altura da Copa (m),Largura da Copa (m),Excentricidade (m),Ângulo (°),Densidade,Formato da Copa,Presença de Interferência - Tronco,Presença de Interferência - Raiz,Presença de Fendas - Tronco,Presença Broca,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Levantamento do Pavimento,Área Permeável Insuficiente,Injúria Mecânica - Raiz,Injúria Mecânica - Colo,Injúria Mecânica - Tronco,Injúria Mecânica - Copa,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Colo Soterrado - Colo,Casca Inclusa - Tronco,Protuberância - Tronco,Epífitas - Copa,Presença de Poda,Erva de Passarinho - Copa,Fios de Ovos - Copa,Figueira Mata Pau - Copa,Dano Aparente - Colo,Presença de Formiga - Colo,Copa Desequilibrada,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Nível de Deterioração - Colo - 2 Classes,Nível de Deterioração - Colo - 3 Classes,Risco de Queda
022713-72,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.643,2.659,12.654000000000002,9.995,9.498,2.724334920548646,12.15,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
022713-73,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.789,3.849,13.755999999999998,9.906999999999998,10.215,3.489745604233049,14.235,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0527994874365,1.7387852813563898,1.0,1.0,2.0
022713-74,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.984,3.391,10.164,6.773,6.274,0.5123961518108514,2.886,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,71.25158059881059,6.414636184616821,1.0,2.0,2.0
022713-75,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.853,3.868,14.855,10.987,10.253,4.178349856954769,15.71,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
022713-76,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.748,3.57,13.147,9.577,10.825,2.7621208293708115,11.865,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.2710683335593,2.73668865560454,1.0,1.0,2.0
022713-77,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742,3.587,13.181,9.594,12.804,2.557352297315461,10.98,0.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.8017741806584,1.95263157894737,1.0,1.0,2.0
022713-78,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,2.986,13.514,10.528,12.694,2.4583466439228183,10.31,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,13.7449837180941,1.58917398400713,1.0,1.0,0.0
022713-79,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.872,3.392,12.102,8.71,9.34,2.4017485237266656,11.225,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.58200297246697,1.41432825104365,0.0,0.0,0.0
022713-8,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.627,3.184,10.782,7.598000000000001,11.67,0.3164237285128038,1.681,0.63,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
022713-80,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.907,3.43,12.82,9.39,11.265,3.691820638662802,16.065,0.63,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0942443895484256,1.03167154164951,0.0,0.0,0.0
022713-9,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.586,3.4,9.573,6.173,13.777,0.5918828271499138,3.5380000000000003,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
022713-90,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7070000000000001,2.326,8.626,6.299999999999999,11.939,4.269605710498732,26.334,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
022713-93,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8590000000000001,2.591,12.461,9.869999999999996,15.969,0.3709222342542919,1.705,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.2229522577458,2.04953106366352,1.0,1.0,1.0
022713-94,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.888,3.255,9.969,6.714,8.561,1.7452482648739132,9.93,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.493827160493794,4.5,1.0,2.0,2.0
022870-1,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6559999999999999,3.3,11.639,8.339000000000002,9.149,4.893780305325948,22.805,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,36.4198135306875,2.52199371361003,1.0,1.0,2.0
022870-11,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.159,2.674,5.432,2.7580000000000005,4.618,0.5900081150244578,6.199,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.2087732864349,2.984155182973029,1.0,2.0,2.0
022870-13,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.031,2.712,13.855,11.143,12.725,1.9632242841633285,8.065,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,62.9080835447926,4.834331396416309,1.0,2.0,2.0
022870-3,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.735,3.383,10.442,7.059,7.297999999999999,2.298879699267117,12.416,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.6420256347091,4.795407633160151,1.0,2.0,2.0
022870-4,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3279999999999999,0.765,9.674,8.908999999999999,5.898,4.139488204422836,23.166,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.196294609071223,1.04635909394459,0.0,0.0,0.0
022870-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.216,1.838,7.382999999999999,5.544999999999999,7.961,4.025342274379217,28.6,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.90184423106234,1.2461538461538502,0.0,0.0,0.0
022870-8,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.535,3.966,13.739,9.773,12.291,0.6741124982270634,2.809,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.48016122127592,1.22933473284774,0.0,0.0,0.0
027421-16,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6559999999999999,2.234,15.332,13.098,9.349,5.669349640663598,20.293,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.1327787375466505,1.32915884906475,0.0,0.0,0.0
027421-20,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7859999999999999,2.185,16.491,14.306,9.724,0.7136685553928219,2.478,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.4768146894489,2.14425114238354,1.0,1.0,0.0
027421-21,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.649,2.667,14.593,11.926,11.216,5.3399908467333,20.099,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0597496098114,2.21370057209636,1.0,1.0,2.0
027421-22,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.481,2.012,10.402,8.39,8.228,2.44340655344808,13.219,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.77023181748258,1.3864844080890102,0.0,0.0,0.0
027421-23,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.586,2.782,13.337,10.555,8.299,3.9640225989278495,16.553,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.5060912468145,2.37441969153314,1.0,1.0,2.0
027421-24,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.299,2.101,14.41,12.309,7.716,2.921796307683633,11.462,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
027421-26,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.506,2.9810000000000003,12.384,9.403,8.317,7.673618409211095,31.784,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.564626490977002,1.72147183344295,1.0,1.0,0.0
027421-27,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.325,1.928,8.779,6.851,6.195,1.1386349899156465,7.39,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
027421-28,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.417,2.895,10.041,7.146000000000001,4.914,3.865441796920208,21.055,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
027421-29,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.611,2.112,12.8,10.688,10.455,4.032631779171527,17.487000000000002,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2598676880228029,1.05371548529807,0.0,0.0,0.0
027421-30,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.452,4.3580000000000005,14.970999999999998,10.612999999999998,11.279000000000002,4.835501245406533,17.9,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0176210228186462,1.01345300085422,0.0,0.0,0.0
027421-31,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.675,3.237,14.263,11.026,7.386,1.6782935692491725,6.711,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
027421-32,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742,2.469,9.852,7.383000000000001,6.106,11.206404595087182,48.68,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.3869712593712,2.14038461538462,1.0,1.0,2.0
045870-3,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.598,3.637,14.545,10.908,9.744,1.6831711760944628,6.601,0.63,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3828410689789,2.36842712147306,1.0,1.0,2.0
045870-4,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7290000000000001,3.03,12.122,9.092,7.371,2.322044364900637,10.844,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
045870-5,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716,3.686,11.837,8.151,8.092,1.5295855906344,7.362999999999999,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.6969600164539,2.3354257953702,1.0,1.0,0.0
045870-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.589,3.39,15.764,12.374,11.173,3.160259616442926,11.336,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
045870-7,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5539999999999999,3.012,14.392,11.38,10.385,2.298784555056652,9.075,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,34.1911518326185,2.40808348678172,1.0,1.0,2.0
068640-10,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,2.679,14.333,11.654,11.589,0.9871792192154992,3.94,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,51.566077097505705,3.5472972972973,1.0,2.0,1.0
068640-7,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.684,2.858,10.649,7.791,8.041,8.065760842616463,37.141,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0922551423765,3.4218312764757504,1.0,2.0,2.0
068640-8,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8590000000000001,2.948,13.223,10.275,9.392,4.176808982296939,17.53,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.008086368639106,2.2565674255691803,1.0,1.0,2.0
068640-9,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.882,2.994,8.562999999999999,5.568999999999999,6.495,1.419130986837015,9.41,0.63,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,79.95576831555671,9.45,1.0,2.0,2.0
071846-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.589,2.73,10.148,7.417999999999999,6.7479999999999976,1.2514116579728354,7.03,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
081736-1,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.863,3.761,13.185,9.424,8.822000000000003,3.2700407483135985,13.929,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
081736-19,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,2.835,11.697,8.862000000000002,7.397,2.414242914517531,11.662,0.63,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,43.2018051923952,2.91784062335142,1.0,1.0,2.0
081736-2,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4579999999999999,2.895,9.489,6.593999999999999,4.7010000000000005,1.8776678728661464,11.193,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,54.4940143853711,3.8197186342054894,1.0,2.0,2.0
081736-21,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.77,3.224,12.307,9.083,11.443,0.4738628271177965,2.205,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.8167232999989,6.081394141300841,1.0,2.0,2.0
081736-22,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.847,2.934,10.004,7.07,6.398,1.6669166093821863,9.46,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
081736-24,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6970000000000001,3.31,9.135,5.824999999999999,3.746,2.5815007382696007,15.78,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.518004217935705,2.75131578947368,1.0,1.0,2.0
081736-28,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.754,3.0,13.323,10.323,7.229,1.2828589891358069,5.5,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.23733681686669,2.13396226415094,1.0,1.0,1.0
081736-29,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,4.2780000000000005,10.004,5.725999999999999,4.374,2.6105085839819893,14.625,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.8881034629625,1.69765272631355,1.0,1.0,0.0
081736-3,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6779999999999999,2.5380000000000003,14.581,12.043,13.857,6.2069950831390654,23.059,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
081736-38,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.732,3.068,15.389,12.321000000000002,9.754,4.506181847528223,16.320999999999998,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,50.2122319810568,3.431778460419,1.0,2.0,2.0
081736-7,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.481,3.303,6.3020000000000005,2.999000000000001,2.893,1.6419004090513358,14.603,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.54630733145489,2.23557175877918,1.0,1.0,0.0
081736-8,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.688,3.215,18.923,15.707999999999998,10.505,3.285238118536786,9.849,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.695812661144,1.90985931710274,1.0,1.0,0.0
081736-9,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.703,3.242,16.745,13.503,16.365,6.038146653259862,19.829,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.6901484225174,2.15346382183524,1.0,1.0,2.0
