Código Árvore,Espécie,Espécie - Caesalpinia ferrea var. leiostachya - One-Hot,Espécie - Caesalpinia peltophoroides - One-Hot,Espécie - Holocalyx balansae - One-Hot,Espécie - Jacaranda mimosaefolia - One-Hot,Espécie - Ligustrum lucidum - One-Hot,Espécie - Tibouchina granulosa - One-Hot,Espécie - Tipuana tipu - One-Hot,Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Altura da Copa (m),Largura da Copa (m),Excentricidade (m),Ângulo (°),Densidade,Formato da Copa,Presença de Interferência - Tronco,Presença de Interferência - Raiz,Presença de Fendas - Tronco,Presença Broca,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Levantamento do Pavimento,Área Permeável Insuficiente,Injúria Mecânica - Raiz,Injúria Mecânica - Colo,Injúria Mecânica - Tronco,Injúria Mecânica - Copa,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Colo Soterrado - Colo,Casca Inclusa - Tronco,Protuberância - Tronco,Epífitas - Copa,Presença de Poda,Erva de Passarinho - Copa,Fios de Ovos - Copa,Figueira Mata Pau - Copa,Dano Aparente - Colo,Presença de Formiga - Colo,Copa Desequilibrada,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Nível de Deterioração - Colo - 2 Classes,Nível de Deterioração - Colo - 3 Classes,Risco de Queda
087602-1,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.487,2.801,12.193,9.392,11.467,1.3142492862248918,6.152,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
087602-14,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.821,3.5410000000000004,15.577,12.036,12.643,4.665323898104266,16.673,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
087602-16,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.659,2.694,12.935,10.241,11.543,0.3129621051073188,1.386,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
087602-2,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,2.291,12.269,9.978,10.223,3.927573940471981,17.750999999999994,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.45547122555762,1.26755543962474,0.0,0.0,0.0
087602-3,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.551,2.404,10.728,8.324,10.917,1.655030824932053,8.77,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
087602-4,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.595,2.773,10.978,8.205,11.885,3.3552638912657766,16.995,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
087602-5,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4679999999999999,2.392,10.083,7.691000000000001,6.723,2.0726771716220016,11.616,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
087602-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4039999999999999,1.981,9.069,7.087999999999999,10.289,1.422762260426372,8.916,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.348682737543482,1.37190120628987,0.0,0.0,0.0
087602-7,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.643,2.2,12.825,10.625,10.948,6.835260599813657,28.056,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.016568202347361,1.36033703122269,0.0,0.0,2.0
090557-1,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.605,3.074,16.777,13.703,10.029,4.241806621711382,14.189,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.8399557237082,2.15995994196144,1.0,1.0,2.0
090557-10,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63,3.188,13.793,10.605,8.18,2.410488846922741,9.913,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
090557-11,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.703,3.056,14.086,11.029999999999998,9.912,3.819426696218918,15.171,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.331096153036697,1.5074246752846598,1.0,1.0,0.0
090557-18,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.436,2.883,10.352,7.469,9.214,6.976993105724701,33.979,0.63,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
090557-19,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.522,2.98,12.029000000000002,9.049,11.889,2.432901114857064,11.434,0.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.1875177199904,2.17511755558924,1.0,1.0,2.0
090557-2,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.446,2.911,18.353,15.441999999999998,13.003,7.22240944142569,21.481,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
090557-3,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.439,2.572,10.328,7.755999999999999,9.524,1.416963760957926,7.812,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
090557-4,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.407,2.878,13.763,10.885,9.83,0.5318484896099578,2.213,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
090557-5,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.493,2.68,10.244000000000002,7.564000000000002,9.786,2.9219465335382044,15.92,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
090557-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3879999999999999,3.102,8.536,5.433999999999999,8.24,2.0950630678973887,13.79,0.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006693864723721,1.00259396164602,0.0,0.0,0.0
090557-9,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.605,2.946,14.509,11.563,10.704,2.203605616355848,8.636000000000001,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.110698028629604,1.03441639181734,0.0,0.0,0.0
095605-13,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.618,3.132,14.864,11.732,9.275,2.368854897490076,9.055,0.63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
095605-14,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63,2.825,14.563,11.738,9.986,1.2218654250344616,4.796,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.628508211894,1.51746446543477,1.0,1.0,0.0
095605-17,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.821,3.302,12.644,9.342,8.275,3.2299666533788525,14.33,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.2966069806157,2.46371851906254,1.0,1.0,1.0
095605-18,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7190000000000001,3.323,13.246,9.922999999999998,8.834,2.2451494825834404,9.62,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,44.3826516893924,2.99583333333333,1.0,2.0,2.0
095605-19,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.589,2.765,5.66,2.895,2.305,1.0802146550355538,10.805,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
095605-22,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.649,3.173,12.928,9.755,8.302999999999999,1.8760834768053445,8.257,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.6476812868498898,1.14726531416066,0.0,0.0,0.0
095605-29,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,2.971,11.216,8.245,6.6560000000000015,1.8688661226340064,9.46,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,38.3219954648526,2.625,1.0,1.0,2.0
095605-32,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7859999999999999,2.685,6.863,4.177999999999999,4.8580000000000005,0.9669748254497976,8.02,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,58.801039576891405,4.28850228476707,1.0,2.0,0.0
095605-33,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7190000000000001,3.259,8.988,5.728999999999999,5.442,2.8485719258671334,17.585,0.63,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.66240189616292,1.19498395809862,0.0,0.0,0.0
096130-47,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.159,2.781,5.259,2.478,3.863,1.4902290812966563,15.821,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
103500-28,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.309,3.042,5.896,2.854,2.805,0.1350344545179614,1.3119999999999998,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.1790895044466,1.85256353758966,1.0,1.0,0.0
103500-29,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.131,1.6909999999999998,5.405,3.714,4.967,1.0169870399067362,10.656,0.63,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6481774315592371,1.0875587777946198,0.0,0.0,0.0
156531-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6459999999999999,4.796,18.752,13.956,9.439,5.408941360487162,16.09,0.63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
157686-10,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5379999999999999,2.437,10.425999999999998,7.988999999999999,8.712,2.2684706114228708,12.275,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-11,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.522,3.24,9.95,6.709999999999999,8.065,1.037886751368818,5.955,0.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-12,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395,2.318,8.506,6.188000000000001,5.735,0.3914620790182925,2.635,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-13,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4970000000000001,2.926,9.626,6.699999999999999,9.524,1.2594255739646834,7.454,0.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7579190276784399,1.0953604906912802,0.0,0.0,0.0
157686-14,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.509,3.344,10.043,6.699,7.096,1.2569743208723427,7.134,0.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4986079019987879,1.07597708005788,0.0,0.0,0.0
157686-15,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395,3.148,9.699,6.551,7.077000000000001,0.6012025539131299,3.547,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-16,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.385,3.035,8.836,5.801,7.218,0.1937279522959848,1.256,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-17,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.369,1.977,6.848,4.871,6.669,1.1844551725390902,9.813,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0626149006380452,1.02566518881444,0.0,0.0,0.0
157686-18,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.392,3.233,8.049,4.815999999999999,6.185,0.4138011899161689,2.943,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-19,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4270000000000001,3.194,9.486,6.292000000000001,7.0360000000000005,4.431661254885718,25.041,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.04364873414237,1.36128270474345,0.0,0.0,0.0
157686-20,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.449,2.785,11.024,8.239,8.488999999999999,1.843004831190288,9.491,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.451277845785878,1.07201498292789,0.0,0.0,0.0
157686-21,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.589,4.024,12.12,8.096,8.606,2.510372553274274,11.702,0.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.11591094301334,1.11811384070889,0.0,0.0,0.0
157686-22,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,2.71,13.574000000000002,10.864,11.501,3.424416627179661,14.159,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.94395933366341,1.28592580831495,0.0,0.0,0.0
157686-23,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.436,2.653,7.242000000000001,4.589,4.798,0.6983458499106202,5.507999999999999,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.20443191320098,1.25793618482248,0.0,0.0,0.0
157686-24,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.401,3.375,9.052,5.677,8.804,0.7964050746206327,5.0280000000000005,0.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8853117654386321,1.10386364199516,0.0,0.0,0.0
157686-25,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4270000000000001,3.3160000000000003,9.455,6.138999999999999,10.045,1.6916843445569467,10.144,0.63,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
157686-26,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35,2.724,9.279,6.555,6.385,1.0888827085529793,6.693,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-27,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.754,3.158,14.309,11.151000000000002,11.876,2.1921406239475374,8.71,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.1568418674428,2.4063829787234,1.0,1.0,2.0
157686-28,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.522,3.614,9.387,5.773000000000001,12.742,1.148587581582146,6.976,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
157686-29,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3879999999999999,3.225,9.694,6.468999999999999,7.987999999999999,1.6331788760672066,9.563,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-30,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,2.7260000000000004,10.885,8.158999999999999,8.061,3.2617223957129458,16.680999999999994,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.96739164312502,1.16314740364904,0.0,0.0,0.0
157686-31,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.382,2.783,8.088,5.305,7.007999999999999,1.850170914242443,12.885,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5772859340518302,1.14362833359446,0.0,0.0,0.0
157686-32,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4579999999999999,2.977,9.675,6.698,10.545,0.7276367197421857,4.301,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157686-33,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.439,3.23,9.236,6.006,9.983,0.5445136629632112,3.374,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.8364765381021,1.87721214928902,1.0,1.0,2.0
157686-34,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4679999999999999,3.41,10.12,6.709999999999999,9.631,2.159935139291091,12.048,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.3577030074232,1.89695486225745,1.0,1.0,0.0
